Name	3UTR	5UTR	CDS
uc001aja.4	3448.0	72.0	2187.0
uc001amk.3	3887.0	73.0	855.0
uc001aml.3	3887.0	468.0	567.0
uc001avw.4	735.0	519.0	762.0
uc010obk.2	735.0	446.0	762.0
uc001avz.3	985.0	488.0	408.0
uc001avx.3	735.0	415.0	762.0
uc001avy.3	735.0	488.0	762.0
uc001ayf.3	606.0	575.0	1875.0
uc001ayg.3	606.0	216.0	2154.0
uc001ayh.3	2447.0	17.0	513.0
uc009vsy.3	715.0	969.0	4812.0
uc009vsz.1	43.0	638.0	4812.0
uc021ojw.1	0.0	0.0	4812.0
uc001boh.1	2.0	1147.0	864.0
uc021omh.1	662.0	302.0	948.0
uc001cig.3	662.0	94.0	855.0
uc009vwm.3	662.0	486.0	915.0
uc001cih.3	662.0	51.0	936.0
uc021omi.1	0.0	0.0	855.0
uc001csf.3	367.0	1975.0	507.0
uc001csg.3	367.0	399.0	507.0
uc001cvb.4	602.0	515.0	1977.0
uc001cww.3	2265.0	636.0	618.0
uc009vzo.3	2265.0	320.0	948.0
uc001cwx.5	2265.0	774.0	504.0
uc001cwy.4	2265.0	615.0	504.0
uc001cxy.3	836.0	122.0	1428.0
uc021ont.1	0.0	0.0	1428.0
uc010ous.2	1451.0	71.0	1128.0
uc001dxx.4	607.0	382.0	1482.0
uc021org.1	0.0	0.0	1482.0
uc001ecy.3	2043.0	363.0	1503.0
uc001ecx.3	2043.0	832.0	1503.0
uc001ecz.3	926.0	986.0	1293.0
uc009wgy.1	6845.0	271.0	1569.0
uc001efv.1	6845.0	271.0	1575.0
uc021ose.1	6845.0	215.0	1575.0
uc001egv.1	3383.0	137.0	2640.0
uc009whe.2	1250.0	588.0	1689.0
uc001egz.2	1250.0	588.0	1743.0
uc001exp.1	0.0	452.0	2142.0
uc009wmo.3	696.0	967.0	3714.0
uc001exq.3	696.0	98.0	3714.0
uc009wmp.3	1159.0	17.0	3312.0
uc001fez.2	4070.0	437.0	1407.0
uc021paf.1	541.0	437.0	1059.0
uc001ffa.2	4285.0	437.0	1098.0
uc001fff.1	1863.0	91.0	1269.0
uc001fgj.4	1840.0	285.0	1722.0
uc010peq.3	1840.0	458.0	1722.0
uc009wpa.3	1840.0	243.0	1620.0
uc001fgk.4	1840.0	164.0	1620.0
uc031ppr.1	1840.0	320.0	1620.0
uc001fgl.4	1840.0	213.0	1620.0
uc001fpt.1	728.0	183.0	1062.0
uc001fps.1	728.0	261.0	1062.0
uc001fuv.1	2796.0	254.0	1272.0
uc010plm.3	5989.0	152.0	1248.0
uc001gfb.4	5989.0	580.0	1194.0
uc001gfc.4	5989.0	635.0	1590.0
uc010pll.3	5989.0	311.0	1356.0
uc010pln.3	5989.0	618.0	1650.0
uc009wvo.4	5989.0	177.0	1641.0
uc001gfd.4	5989.0	641.0	1590.0
uc001gfe.1	98.0	59.0	1224.0
uc001gii.1	NA	NA	NA
uc001gio.3	272.0	311.0	894.0
uc001gin.3	272.0	334.0	894.0
uc021pey.1	0.0	0.0	894.0
uc001goe.2	474.0	232.0	1173.0
uc001got.4	957.0	401.0	984.0
uc001gwu.3	7042.0	347.0	5625.0
uc021phi.1	7042.0	347.0	5634.0
uc001gwv.1	0.0	569.0	2214.0
uc001gww.2	0.0	189.0	2442.0
uc001gwx.3	7042.0	189.0	4452.0
uc001gwy.1	3951.0	194.0	1716.0
uc001gxg.4	1864.0	3192.0	1116.0
uc001gxi.4	1864.0	267.0	1116.0
uc001gxh.4	1864.0	153.0	1116.0
uc001hal.3	2092.0	595.0	822.0
uc001ham.3	1609.0	595.0	1869.0
uc010pqp.2	1609.0	1.0	1866.0
uc010pqq.2	1609.0	266.0	1470.0
uc021pia.1	1219.0	655.0	2130.0
uc010prf.2	1219.0	225.0	1896.0
uc001hca.3	1219.0	23.0	1455.0
uc001hcb.2	1219.0	189.0	1410.0
uc001hcc.2	1219.0	526.0	993.0
uc001hcd.3	1998.0	457.0	1209.0
uc031prv.1	1997.0	126.0	297.0
uc001hnu.2	23.0	326.0	4575.0
uc001hoj.3	962.0	129.0	972.0
uc010pvo.2	2981.0	340.0	2841.0
uc001hqh.3	719.0	340.0	1935.0
uc001hts.1	902.0	136.0	4575.0
uc009xfd.1	902.0	167.0	4575.0
uc001hwf.3	2868.0	31.0	1716.0
uc001hwg.3	2868.0	31.0	1764.0
uc009xfw.3	2868.0	203.0	594.0
uc001ico.3	199.0	465.0	1764.0
uc009xgv.3	199.0	37.0	1872.0
uc001icq.1	1550.0	24.0	363.0
uc010pyv.1	7.0	37.0	795.0
uc001iuj.1	538.0	403.0	783.0
uc009xlf.2	997.0	381.0	1404.0
uc001ivi.2	997.0	612.0	1404.0
uc001ivj.2	997.0	117.0	1404.0
uc001jmg.3	2607.0	304.0	813.0
uc001jsn.3	5093.0	440.0	1440.0
uc001jsx.1	851.0	202.0	699.0
uc001juy.1	1774.0	43.0	864.0
uc001juz.1	256.0	43.0	1431.0
uc001jva.3	533.0	43.0	1479.0
uc001jvo.2	2017.0	130.0	1584.0
uc001jvs.2	2017.0	130.0	1620.0
uc001jvm.2	2017.0	130.0	1671.0
