chr1	861120	879961	uc001abw.1	0.0	+	chr1	877829	877842	peak_4596	.	+	1.5039100684261975	1111	1031	-1014	-1442
chr1	861120	879961	uc001abw.1	0.0	+	chr1	879384	879416	peak_4595	.	+	1.9349951124144673	1993	1913	-132	-560
chr1	861120	879961	uc001abw.1	0.0	+	chr1	879489	879515	peak_38881	.	+	1.9848484848484849	2095	2015	-30	-458
chr1	861120	879961	uc001abw.1	0.0	+	chr1	879530	879539	peak_38883	.	+	2.0023364485981308	2127	2047	2	-426
chr1	861120	879961	uc001abw.1	0.0	+	chr1	879609	879623	peak_38882	.	+	2.19392523364486	2209	2129	84	-344
chr1	861120	879961	uc001abw.1	0.0	+	chr1	879694	879718	peak_29592	.	+	2.4042056074766354	2299	2219	174	-254
chr1	861120	879961	uc001abw.1	0.0	+	chr1	879694	879709	peak_14819	.	+	2.392523364485981	2294	2214	169	-259
chr1	861120	879961	uc001abw.1	0.0	+	chr1	879750	879774	peak_14821	.	+	2.5350467289719627	2355	2275	230	-198
chr1	861120	879961	uc001abw.1	0.0	+	chr1	879753	879778	peak_29591	.	+	2.542056074766355	2358	2278	233	-195
chr1	861301	879961	uc031pki.1	0.0	+	chr1	879384	879416	peak_4595	.	+	1.7424242424242424	902	882	-305	-560
chr1	861301	879961	uc031pki.1	0.0	+	chr1	879489	879515	peak_38881	.	+	1.8282828282828283	1004	984	-203	-458
chr1	861301	879961	uc031pki.1	0.0	+	chr1	879530	879539	peak_38883	.	+	1.855218855218855	1036	1016	-171	-426
chr1	861301	879961	uc031pki.1	0.0	+	chr1	879609	879623	peak_38882	.	+	1.9242424242424243	1118	1098	-89	-344
chr1	861301	879961	uc031pki.1	0.0	+	chr1	879694	879718	peak_29592	.	+	2.0	1208	1188	1	-254
chr1	861301	879961	uc031pki.1	0.0	+	chr1	879694	879709	peak_14819	.	+	1.9957912457912457	1203	1183	-4	-259
chr1	861301	879961	uc031pki.1	0.0	+	chr1	879750	879774	peak_14821	.	+	2.219607843137255	1264	1244	57	-198
chr1	861301	879961	uc031pki.1	0.0	+	chr1	879753	879778	peak_29591	.	+	2.231372549019608	1267	1247	60	-195
chr1	861301	879961	uc031pjt.1	0.0	+	chr1	877829	877842	peak_4596	.	+	1.4543010752688172	865	845	-1014	-1442
chr1	861301	879961	uc031pjt.1	0.0	+	chr1	879384	879416	peak_4595	.	+	1.928494623655914	1747	1727	-132	-560
chr1	861301	879961	uc031pjt.1	0.0	+	chr1	879489	879515	peak_38881	.	+	1.9833333333333334	1849	1829	-30	-458
chr1	861301	879961	uc031pjt.1	0.0	+	chr1	879530	879539	peak_38883	.	+	2.0023364485981308	1881	1861	2	-426
chr1	861301	879961	uc031pjt.1	0.0	+	chr1	879609	879623	peak_38882	.	+	2.19392523364486	1963	1943	84	-344
chr1	861301	879961	uc031pjt.1	0.0	+	chr1	879694	879718	peak_29592	.	+	2.4042056074766354	2053	2033	174	-254
chr1	861301	879961	uc031pjt.1	0.0	+	chr1	879694	879709	peak_14819	.	+	2.392523364485981	2048	2028	169	-259
chr1	861301	879961	uc031pjt.1	0.0	+	chr1	879750	879774	peak_14821	.	+	2.5350467289719627	2109	2089	230	-198
chr1	861301	879961	uc031pjt.1	0.0	+	chr1	879753	879778	peak_29591	.	+	2.542056074766355	2112	2092	233	-195
chr1	861301	879961	uc031pkh.1	0.0	+	chr1	877829	877842	peak_4596	.	+	1.3925792938360264	676	656	-1014	-1442
chr1	861301	879961	uc031pkh.1	0.0	+	chr1	879384	879416	peak_4595	.	+	1.9204069419509275	1558	1538	-132	-560
chr1	861301	879961	uc031pkh.1	0.0	+	chr1	879489	879515	peak_38881	.	+	1.981448234590066	1660	1640	-30	-458
chr1	861301	879961	uc031pkh.1	0.0	+	chr1	879530	879539	peak_38883	.	+	2.0023364485981308	1692	1672	2	-426
chr1	861301	879961	uc031pkh.1	0.0	+	chr1	879609	879623	peak_38882	.	+	2.19392523364486	1774	1754	84	-344
chr1	861301	879961	uc031pkh.1	0.0	+	chr1	879694	879718	peak_29592	.	+	2.4042056074766354	1864	1844	174	-254
chr1	861301	879961	uc031pkh.1	0.0	+	chr1	879694	879709	peak_14819	.	+	2.392523364485981	1859	1839	169	-259
chr1	861301	879961	uc031pkh.1	0.0	+	chr1	879750	879774	peak_14821	.	+	2.5350467289719627	1920	1900	230	-198
chr1	861301	879961	uc031pkh.1	0.0	+	chr1	879753	879778	peak_29591	.	+	2.542056074766355	1923	1903	233	-195
