chr1	2160133	2241652	uc001aja.4	0.0	+	chr1	2160900	2161080	2bc50	2.0	+	1.35893918609968	857	785	-1401	-4849
chr1	2160133	2241652	uc001aja.4	0.0	+	chr1	2238420	2238630	2bc51	2.0	+	2.0930974477958237	2580	2508	322	-3126
chr1	2160133	2241652	uc001aja.4	0.0	+	chr1	2238680	2238800	2bc52	2.0	+	2.1554524361948957	2795	2723	537	-2911
chr1	2160133	2241652	uc001aja.4	0.0	+	chr1	2239050	2239410	2bc53	2.0	+	2.2975638051044083	3285	3213	1027	-2421
chr1	2160133	2241652	uc001aja.4	0.0	+	chr1	2239650	2239780	2bc54	2.0	+	2.4382250580046403	3770	3698	1512	-1936
chr1	2160133	2241652	uc001aja.4	0.0	+	chr1	2239790	2239890	2bc55	2.0	+	2.474477958236659	3895	3823	1637	-1811
chr1	6281252	6296044	uc001amk.3	0.0	-	chr1	6281790	6281870	2bc21549	2.0	-	2.8512992024697708	4237	4164	3310	-577
chr1	6281252	6296044	uc001amk.3	0.0	-	chr1	6282900	6282970	2bc21550	2.0	-	2.5670182660149217	3132	3059	2205	-1682
chr1	6281252	6296044	uc001amk.3	0.0	-	chr1	6283000	6283210	2bc21551	2.0	-	2.52328273732956	2962	2889	2035	-1852
chr1	6281252	6296044	uc001amk.3	0.0	-	chr1	6283550	6283760	2bc21552	2.0	-	2.381785438641626	2412	2339	1485	-2402
chr1	6281252	6296044	uc001amk.3	0.0	-	chr1	6283850	6284190	2bc21553	2.0	-	2.287882685875997	2047	1974	1120	-2767
chr1	6281252	6296044	uc001amk.3	0.0	-	chr1	6284580	6284790	2bc21554.0	2.0	-	2.1167995883714945	1382	1309	455	-3432
chr1	6281252	6296044	uc001amk.3	0.0	-	chr1	6284790	6285000	2bc21554.1	2.0	-	2.0627733470542835	1172	1099	245	-3642
chr1	6281252	6296044	uc001amk.3	0.0	-	chr1	6285000	6285210	2bc21554.2	2.0	-	2.0087471057370725	962	889	35	-3852
chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6281790	6281870	2bc21549	2.0	-	2.8512992024697708	4344	3876	3310	-577
chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6282900	6282970	2bc21550	2.0	-	2.5670182660149217	3239	2771	2205	-1682
chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6283000	6283210	2bc21551	2.0	-	2.52328273732956	3069	2601	2035	-1852
chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6283550	6283760	2bc21552	2.0	-	2.381785438641626	2519	2051	1485	-2402
chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6283850	6284190	2bc21553	2.0	-	2.287882685875997	2154	1686	1120	-2767
chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6284580	6284790	2bc21554.0	2.0	-	2.1167995883714945	1489	1021	455	-3432
chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6284790	6285000	2bc21554.1	2.0	-	2.0627733470542835	1279	811	245	-3642
chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6285000	6285210	2bc21554.2	2.0	-	2.0087471057370725	1069	601	35	-3852
chr1	15479027	15546974	uc001avw.4	0.0	+	chr1	15541500	15541600	2bc207	2.0	+	0.9364161849710982	486	-33	-794	-1529
chr1	15479027	15546974	uc001avw.4	0.0	+	chr1	15545990	15546200	2bc208	2.0	+	1.811023622047244	1137	618	-143	-878
chr1	15479027	15546974	uc001avw.4	0.0	+	chr1	15546240	15546360	2bc209	2.0	+	2.0829931972789115	1342	823	62	-673
chr1	15479027	15546974	uc001avw.4	0.0	+	chr1	15546620	15546760	2bc210	2.0	+	2.613605442176871	1732	1213	452	-283
chr1	15479027	15546974	uc010obk.2	0.0	+	chr1	15541500	15541600	2bc207	2.0	+	0.9260089686098655	413	-33	-794	-1529
chr1	15479027	15546974	uc010obk.2	0.0	+	chr1	15545990	15546200	2bc208	2.0	+	1.811023622047244	1064	618	-143	-878
chr1	15479027	15546974	uc010obk.2	0.0	+	chr1	15546240	15546360	2bc209	2.0	+	2.0829931972789115	1269	823	62	-673
chr1	15479027	15546974	uc010obk.2	0.0	+	chr1	15546620	15546760	2bc210	2.0	+	2.613605442176871	1659	1213	452	-283
chr1	15480228	15546874	uc001avz.3	0.0	+	chr1	15541500	15541600	2bc207	2.0	+	0.9323770491803278	455	-33	-440	-1425
chr1	15480228	15546874	uc001avz.3	0.0	+	chr1	15545990	15546200	2bc208	2.0	+	2.2091370558375636	1102	614	207	-778
chr1	15480228	15546874	uc001avz.3	0.0	+	chr1	15546240	15546360	2bc209	2.0	+	2.417258883248731	1307	819	412	-573
chr1	15480228	15546874	uc001avz.3	0.0	+	chr1	15546620	15546760	2bc210	2.0	+	2.8131979695431473	1697	1209	802	-183
