chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6281580	6281596	peak_415	.	-	2.913558013892462	4586	4118	3552	-335
chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6281580	6281594	peak_474	.	-	2.913815281708258	4587	4119	3553	-334
chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6282012	6282038	peak_472	.	-	2.8011319783895035	4149	3681	3115	-772
chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6282401	6282420	peak_401	.	-	2.7018266014921535	3763	3295	2729	-1158
chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6282690	6282718	peak_481	.	-	2.626447131463854	3470	3002	2436	-1451
chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6282957	6282968	peak_402	.	-	2.5598147671726266	3211	2743	2177	-1710
chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6283032	6283048	peak_482	.	-	2.540005145356316	3134	2666	2100	-1787
chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6283099	6283120	peak_413	.	-	2.521996398250579	3064	2596	2030	-1857
chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6283133	6283148	peak_409	.	-	2.5140210959608953	3033	2565	1999	-1888
chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6283150	6283195	peak_479	.	-	2.5057885258554156	3001	2533	1967	-1920
chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6283153	6283195	peak_403	.	-	2.5055312580396194	3000	2532	1966	-1921
chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6283197	6283221	peak_475	.	-	2.4965268844867508	2965	2497	1931	-1956
chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6283198	6283216	peak_405	.	-	2.497041420118343	2967	2499	1933	-1954
chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6283715	6283764	peak_2577	.	-	2.3599176742989454	2434	1966	1400	-2487
chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6283716	6283761	peak_480	.	-	2.3601749421147415	2435	1967	1401	-2486
chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6283738	6283770	peak_410	.	-	2.356315924877798	2420	1952	1386	-2501
chr1	6281252	6296044	uc001aml.3	0.0	-	chr1	6283789	6283800	peak_416	.	-	2.345767944430152	2379	1911	1345	-2542
